logtype	measures	testIndex	trainP	trainR	trainF	trainT	testP	testR	testF	testT	linkspec	dataset
log	trigrams,mongeelkan,jarowinkler	0	0.35771276595744683	0.5450861195542046	0.43195503813729424	18273.0	0.8472222222222222	0.5545454545454546	0.6703296703296703	1786.0	"OR(OR(DIFF(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0,jarowinkler(x.description,y.name)|0.83)|0"	ABTBUY
log	trigrams,mongeelkan,jaro	0	0.3586885245901639	0.5542046605876393	0.4355095541401274	12909.0	0.8493150684931506	0.5636363636363636	0.6775956284153005	1383.0	"OR(DIFF(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,jaro(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0"	ABTBUY
log	trigrams,mongeelkan,soundex	0	0.35989196488858877	0.5400202634245187	0.43192868719611016	22984.0	0.8450704225352113	0.5454545454545454	0.6629834254143646	1268.0	"OR(DIFF(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0"	ABTBUY
log	trigrams,mongeelkan,levenstein	0	0.35989196488858877	0.5400202634245187	0.43192868719611016	17884.0	0.8450704225352113	0.5454545454545454	0.6629834254143646	1268.0	"OR(DIFF(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp	0	0.3553770086526576	0.5825734549138805	0.44145873320537427	18224.0	0.8311688311688312	0.5818181818181818	0.6844919786096256	2848.0	"OR(OR(DIFF(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,exactmatch	0	0.35989196488858877	0.5400202634245187	0.43192868719611016	17868.0	0.8450704225352113	0.5454545454545454	0.6629834254143646	1268.0	"OR(DIFF(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0"	ABTBUY
best	trigrams,mongeelkan,ratcliffobershelp	0	0.3553770086526576	0.5825734549138805	0.44145873320537427	18224.0	0.8311688311688312	0.5818181818181818	0.6844919786096256	2848.0	"OR(OR(DIFF(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,jaccard	0	0.3634590377113134	0.5663627152988855	0.4427722772277228	18114.0	0.8311688311688312	0.5818181818181818	0.6844919786096256	2285.0	"OR(OR(DIFF(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,mongeelkan(x.name,y.name)|0.80)|0,jaccard(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,jarowinkler	0	0.3553770086526576	0.5825734549138805	0.44145873320537427	18090.0	0.8311688311688312	0.5818181818181818	0.6844919786096256	2848.0	"OR(OR(DIFF(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,jaro	0	0.35709895513214507	0.5886524822695035	0.44452945677123185	14378.0	0.8311688311688312	0.5818181818181818	0.6844919786096256	1888.0	"OR(DIFF(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,jaro(x.name,y.name)|0.80)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,soundex	0	0.3553770086526576	0.5825734549138805	0.44145873320537427	21855.0	0.8311688311688312	0.5818181818181818	0.6844919786096256	2848.0	"OR(OR(DIFF(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,levenstein	0	0.3553770086526576	0.5825734549138805	0.44145873320537427	18129.0	0.8311688311688312	0.5818181818181818	0.6844919786096256	2848.0	"OR(OR(DIFF(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,exactmatch	0	0.3553770086526576	0.5825734549138805	0.44145873320537427	18987.0	0.8311688311688312	0.5818181818181818	0.6844919786096256	2848.0	"OR(OR(DIFF(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,mongeelkan(x.price,y.name)|0.60)|0,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	jaccard	1	0.7107142857142857	0.2012133468149646	0.3136327817178881	17662.0	1.0	0.18518518518518517	0.3125	3.0	"OR(jaccard(x.name,y.name)|0.60,jaccard(x.name,y.description)|0.60)|0"	ABTBUY
log	jarowinkler	1	0.2451678535096643	0.487360970677452	0.32622673434856175	21604.0	0.7123287671232876	0.48148148148148145	0.574585635359116	2089.0	"OR(OR(OR(jarowinkler(x.name,y.name)|0.83,jarowinkler(x.name,y.description)|0.83)|0,jarowinkler(x.description,y.name)|0.83)|0,jarowinkler(x.description,y.description)|0.83)|0"	ABTBUY
log	jaro	1	0.16463042150274892	0.544994944388271	0.25287356321839083	6161.0	0.5714285714285714	0.5555555555555556	0.5633802816901409	107.0	"jaro(x.name,y.name)|0.70"	ABTBUY
log	soundex	1	0.08140385084084815	0.33771486349848334	0.13118617439120187	38021.0	0.37962962962962965	0.37962962962962965	0.37962962962962965	2.0	"OR(soundex(x.description,y.name)|1.00,soundex(x.description,y.description)|1.00)|0"	ABTBUY
log	mongeelkan	1	0.42818791946308726	0.3225480283114257	0.3679354094579008	20456.0	0.7959183673469388	0.3611111111111111	0.49681528662420377	563.0	"mongeelkan(x.name,y.name)|0.80"	ABTBUY
log	levenstein	1	1.0	0.00910010111223458	0.018036072144288578	17096.0	1.0	0.009259259259259259	0.018348623853211007	3.0	"levenstein(x.name,y.name)|1.00"	ABTBUY
log	ratcliffobershelp	1	0.3648068669527897	0.3437815975733064	0.3539823008849558	18984.0	0.8163265306122449	0.37037037037037035	0.5095541401273886	2883.0	"OR(OR(OR(ratcliffobershelp(x.name,y.name)|0.70,ratcliffobershelp(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0"	ABTBUY
log	trigrams	1	0.38	0.48028311425682507	0.4242965609647164	18867.0	0.8059701492537313	0.5	0.6171428571428571	5.0	"OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.description,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0"	ABTBUY
log	exactmatch	1	1.0	0.00910010111223458	0.018036072144288578	17890.0	1.0	0.009259259259259259	0.018348623853211007	0.0	"exactmatch(x.name,y.name)|1.00"	ABTBUY
best	trigrams	1	0.38	0.48028311425682507	0.4242965609647164	18867.0	0.8059701492537313	0.5	0.6171428571428571	5.0	"OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.description,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0"	ABTBUY
log	trigrams,jaccard	1	0.39451114922813035	0.46511627906976744	0.4269141531322506	18159.0	0.803030303030303	0.49074074074074076	0.6091954022988506	5.0	"OR(OR(trigrams(x.name,y.name)|0.60,jaccard(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,jarowinkler	1	0.37922895357985836	0.487360970677452	0.4265486725663717	18488.0	0.8	0.5185185185185185	0.6292134831460674	2688.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,jarowinkler(x.description,y.name)|0.83)|0,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,jaro	1	0.38	0.48028311425682507	0.4242965609647164	10201.0	0.8059701492537313	0.5	0.6171428571428571	5.0	"OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.description,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0"	ABTBUY
log	trigrams,soundex	1	0.38	0.48028311425682507	0.4242965609647164	25593.0	0.8059701492537313	0.5	0.6171428571428571	5.0	"OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.description,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan	1	0.36295283663704714	0.5369059656218402	0.43311582381729197	18617.0	0.7901234567901234	0.5925925925925926	0.6772486772486772	571.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,levenstein	1	0.38	0.48028311425682507	0.4242965609647164	19056.0	0.8059701492537313	0.5	0.6171428571428571	5.0	"OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.description,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0"	ABTBUY
log	trigrams,ratcliffobershelp	1	0.3695806680881308	0.5257836198179979	0.4340567612687813	18242.0	0.8157894736842105	0.5740740740740741	0.6739130434782609	3355.0	"OR(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,ratcliffobershelp(x.name,y.name)|0.70)|0,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0"	ABTBUY
log	trigrams,exactmatch	1	0.38	0.48028311425682507	0.4242965609647164	17882.0	0.8059701492537313	0.5	0.6171428571428571	5.0	"OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.description,y.name)|0.60)|0,trigrams(x.name,y.description)|0.60)|0"	ABTBUY
best	trigrams,mongeelkan	1	0.36295283663704714	0.5369059656218402	0.43311582381729197	18617.0	0.7901234567901234	0.5925925925925926	0.6772486772486772	571.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,jaccard	1	0.3725631768953069	0.5217391304347826	0.43470935130581295	17967.0	0.7875	0.5833333333333334	0.6702127659574468	571.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,jaccard(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,jarowinkler	1	0.36209239130434784	0.538928210313448	0.4331572531491264	18111.0	0.7857142857142857	0.6111111111111112	0.6875000000000001	1085.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,jarowinkler(x.description,y.name)|0.83)|0"	ABTBUY
log	trigrams,mongeelkan,jaro	1	0.36295283663704714	0.5369059656218402	0.43311582381729197	12893.0	0.7901234567901234	0.5925925925925926	0.6772486772486772	571.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,soundex	1	0.36295283663704714	0.5369059656218402	0.43311582381729197	23032.0	0.7901234567901234	0.5925925925925926	0.6772486772486772	571.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,levenstein	1	0.36295283663704714	0.5369059656218402	0.43311582381729197	17840.0	0.7901234567901234	0.5925925925925926	0.6772486772486772	571.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp	1	0.3573216520650814	0.5773508594539939	0.4414379590258987	18155.0	0.7931034482758621	0.6388888888888888	0.7076923076923076	4008.0	"OR(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.name,y.name)|0.70)|0,trigrams(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,exactmatch	1	0.36295283663704714	0.5369059656218402	0.43311582381729197	18237.0	0.7901234567901234	0.5925925925925926	0.6772486772486772	571.0	"OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
best	trigrams,mongeelkan,ratcliffobershelp	1	0.3573216520650814	0.5773508594539939	0.4414379590258987	18155.0	0.7931034482758621	0.6388888888888888	0.7076923076923076	4008.0	"OR(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.name,y.name)|0.70)|0,trigrams(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,jaccard	1	0.36561264822134387	0.5611729019211324	0.4427602712405265	17707.0	0.7906976744186046	0.6296296296296297	0.7010309278350516	2210.0	"OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.name,y.name)|0.70)|0,jaccard(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,jarowinkler	1	0.3573216520650814	0.5773508594539939	0.4414379590258987	18336.0	0.7931034482758621	0.6388888888888888	0.7076923076923076	4008.0	"OR(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.name,y.name)|0.70)|0,trigrams(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,jaro	1	0.3573216520650814	0.5773508594539939	0.4414379590258987	14569.0	0.7931034482758621	0.6388888888888888	0.7076923076923076	4008.0	"OR(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.name,y.name)|0.70)|0,trigrams(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,soundex	1	0.3573216520650814	0.5773508594539939	0.4414379590258987	22356.0	0.7931034482758621	0.6388888888888888	0.7076923076923076	4008.0	"OR(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.name,y.name)|0.70)|0,trigrams(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,levenstein	1	0.3573216520650814	0.5773508594539939	0.4414379590258987	17766.0	0.7931034482758621	0.6388888888888888	0.7076923076923076	4008.0	"OR(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.name,y.name)|0.70)|0,trigrams(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,mongeelkan,ratcliffobershelp,exactmatch	1	0.3573216520650814	0.5773508594539939	0.4414379590258987	17784.0	0.7931034482758621	0.6388888888888888	0.7076923076923076	4008.0	"OR(OR(OR(OR(OR(trigrams(x.name,y.name)|0.60,mongeelkan(x.name,y.name)|0.80)|0,ratcliffobershelp(x.name,y.name)|0.70)|0,trigrams(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0"	ABTBUY
log	jaccard	2	0.7101449275362319	0.19878296146044624	0.31061806656101426	17998.0	1.0	0.2072072072072072	0.3432835820895522	2.0	"OR(jaccard(x.name,y.name)|0.60,jaccard(x.name,y.description)|0.60)|0"	ABTBUY
log	jarowinkler	2	0.25248821372446306	0.48884381338742394	0.3329879101899827	21888.0	0.6582278481012658	0.46846846846846846	0.5473684210526315	2078.0	"OR(OR(OR(jarowinkler(x.name,y.name)|0.83,jarowinkler(x.name,y.description)|0.83)|0,jarowinkler(x.description,y.name)|0.83)|0,jarowinkler(x.description,y.description)|0.83)|0"	ABTBUY
log	jaro	2	0.3254437869822485	0.2231237322515213	0.2647412755716005	3442.0	0.8275862068965517	0.21621621621621623	0.3428571428571429	155.0	"OR(jaro(x.name,y.name)|0.80,jaro(x.name,y.description)|0.70)|0"	ABTBUY
log	soundex	2	0.07841306884480746	0.3407707910750507	0.12749003984063745	50810.0	0.4148936170212766	0.35135135135135137	0.38048780487804873	3.0	"OR(soundex(x.description,y.name)|1.00,soundex(x.description,y.description)|1.00)|0"	ABTBUY
log	mongeelkan	2	0.39974779319041615	0.32150101419878296	0.356379988757729	22739.0	0.9534883720930233	0.36936936936936937	0.5324675324675324	699.0	"mongeelkan(x.name,y.name)|0.80"	ABTBUY
log	levenstein	2	1.0	0.009127789046653144	0.018090452261306532	19171.0	1.0	0.009009009009009009	0.01785714285714286	3.0	"levenstein(x.name,y.name)|1.00"	ABTBUY
log	ratcliffobershelp	2	0.37362637362637363	0.3448275862068966	0.3586497890295359	21047.0	0.7692307692307693	0.36036036036036034	0.4907975460122699	2640.0	"OR(OR(OR(ratcliffobershelp(x.name,y.name)|0.70,ratcliffobershelp(x.name,y.description)|0.60)|0,ratcliffobershelp(x.description,y.name)|0.60)|0,ratcliffobershelp(x.description,y.description)|0.60)|0"	ABTBUY
log	trigrams	2	0.38467741935483873	0.48377281947261663	0.4285714285714286	19730.0	0.7878787878787878	0.46846846846846846	0.5875706214689266	6.0	"OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	exactmatch	2	1.0	0.009127789046653144	0.018090452261306532	18121.0	1.0	0.009009009009009009	0.01785714285714286	1.0	"exactmatch(x.name,y.name)|1.00"	ABTBUY
best	trigrams	2	0.38467741935483873	0.48377281947261663	0.4285714285714286	19730.0	0.7878787878787878	0.46846846846846846	0.5875706214689266	6.0	"OR(OR(trigrams(x.name,y.name)|0.60,trigrams(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
log	trigrams,jaccard	2	0.39505119453924914	0.4695740365111562	0.42910101946246526	18166.0	0.7936507936507936	0.45045045045045046	0.5747126436781609	5.0	"OR(OR(trigrams(x.name,y.name)|0.60,jaccard(x.name,y.description)|0.60)|0,trigrams(x.description,y.name)|0.60)|0"	ABTBUY
